@relation data30.train-weka.filters.unsupervised.attribute.Remove-R1

@attribute left_eye_center_x numeric
@attribute left_eye_center_y numeric
@attribute right_eye_center_x numeric
@attribute right_eye_center_y numeric
@attribute left_eye_inner_corner_x numeric
@attribute left_eye_inner_corner_y numeric
@attribute left_eye_outer_corner_x numeric
@attribute left_eye_outer_corner_y numeric
@attribute right_eye_inner_corner_x numeric
@attribute right_eye_inner_corner_y numeric
@attribute right_eye_outer_corner_x numeric
@attribute right_eye_outer_corner_y numeric
@attribute left_eyebrow_inner_end_x numeric
@attribute left_eyebrow_inner_end_y numeric
@attribute left_eyebrow_outer_end_x numeric
@attribute left_eyebrow_outer_end_y numeric
@attribute right_eyebrow_inner_end_x numeric
@attribute right_eyebrow_inner_end_y numeric
@attribute right_eyebrow_outer_end_x numeric
@attribute right_eyebrow_outer_end_y numeric
@attribute nose_tip_x numeric
@attribute nose_tip_y numeric
@attribute mouth_left_corner_x numeric
@attribute mouth_left_corner_y numeric
@attribute mouth_right_corner_x numeric
@attribute mouth_right_corner_y numeric
@attribute mouth_center_top_lip_x numeric
@attribute mouth_center_top_lip_y numeric
@attribute mouth_center_bottom_lip_x numeric
@attribute mouth_center_bottom_lip_y numeric

@data
64.155593,35.253844,30.75794,35.253844,57.238419,36.148311,71.919521,35.955162,37.520479,36.17418,23.821796,37.052551,56.705533,25.748695,75.459449,28.831617,37.180743,26.005653,17.398994,30.115832,47.970683,51.182371,61.843545,70.963545,34.354778,71.734419,47.970683,62.742611,48.741557,82.524359
64.956293,35.235512,29.116683,35.235512,59.200976,36.543805,72.019902,36.805463,35.656976,36.805463,22.053073,36.543805,58.154927,26.864312,78.298537,30.265171,38.534634,27.387512,16.297756,30.265171,47.690341,50.147122,61.032585,72.383415,32.517659,72.906732,48.213659,65.32039,47.16761,81.01639
69.441753,37.851616,28.693479,35.696658,62.584986,38.243507,76.298521,39.811068,35.354301,37.264219,21.05337,36.480438,57.381699,30.641534,83.93863,32.170521,39.980274,29.585973,13.804712,29.232219,48.153863,57.338301,64.152548,80.558904,30.261041,78.795836,45.933151,77.228712,46.129096,88.199452
65.378072,35.632023,30.190964,34.397422,59.513094,36.557974,71.859799,35.940673,35.129784,35.940673,24.326676,34.706072,58.896345,29.150227,77.106647,26.372305,38.833727,29.458878,17.84495,27.298325,45.932201,64.028547,60.130532,76.992,32.043281,76.683281,45.006734,73.596777,45.315453,84.399885
66.05952,36.84864,26.58912,37.70688,60.0528,37.70688,72.49536,37.70688,32.16576,37.70688,19.72416,38.56512,55.33344,29.126496,78.93024,28.697472,34.74048,30.413664,14.14656,29.55552,45.46656,53.58144,63.91488,77.60736,30.87936,78.03648,45.89472,72.02976,47.18208,86.18784
66.214957,35.637774,30.462609,37.503096,59.997217,36.570435,72.122435,35.637774,37.302261,37.503096,23.933913,37.503096,58.132174,30.352626,75.542261,28.487235,38.546087,30.663513,19.270261,33.150609,48.805565,58.643478,64.349913,73.566609,34.815304,74.188522,49.737739,71.701565,50.359652,82.893217
67.03968,32.372016,27.13968,32.372016,60.38976,33.230064,73.6896,34.088112,33.36096,33.230064,20.06064,33.444576,58.24464,26.365536,80.55408,25.722,35.50608,25.507488,13.62528,24.220416,47.30448,52.9656,61.67712,74.41728,30.78672,74.41728,47.08992,71.84304,46.87536,83.64144
64.332493,34.607277,32.889863,37.251945,59.630466,35.488833,69.033863,34.313359,37.591233,37.545797,26.718904,37.545797,57.279781,29.317808,74.617644,26.08537,40.529753,31.080986,19.078356,32.550247,51.108822,60.466849,62.275726,71.927014,36.122301,73.690521,50.520986,69.870247,50.814904,77.510137
69.375158,37.9984,28.730105,36.869389,61.848421,37.622063,76.149053,39.503747,35.880421,37.622063,21.955368,38.374737,56.155789,28.284632,82.170947,31.976926,36.256842,25.955453,15.934316,29.718821,46.794105,54.557474,66.363789,75.256421,32.117053,74.503579,48.299789,70.363789,47.170526,88.428632
65.795692,38.300923,30.868308,40.225846,58.645538,40.225846,72.671385,40.225846,36.918769,41.875692,23.443077,41.601231,55.895385,30.6,76.521846,31.150154,36.643692,30.324923,17.667077,34.450462,48.194462,52.051692,66.345846,78.728615,32.793231,78.453538,47.644308,71.028308,47.919385,81.478769
65.367099,38.581828,30.70347,38.297642,58.547921,41.138861,72.754013,40.286305,36.385907,40.57049,23.315921,38.297642,53.048583,31.363391,80.709934,34.888053,40.026914,31.008636,14.792265,31.762649,44.909563,59.607099,61.95751,81.769113,29.283179,80.348185,45.193748,77.222781,45.193748,87.167364
67.519304,35.2512,29.28,36.650191,60.990261,36.650191,73.581913,35.71753,34.87513,37.116522,22.750957,36.650191,54.927652,29.65513,80.109913,27.323374,36.74087,29.65513,15.289043,30.587791,49.797913,52.97207,65.653565,73.49113,34.408696,74.890435,50.264348,70.692522,51.197217,79.553739
65.179569,37.099569,30.526523,37.099569,60.228923,37.429662,71.449846,37.429662,35.807262,37.759015,25.906708,37.759015,56.268554,30.169108,76.400492,27.528369,40.097723,30.828554,18.976246,30.169108,46.698092,60.200862,61.879385,78.352246,33.497354,79.012431,46.698092,73.4016,47.028185,89.243077
65.721718,39.061399,33.084074,39.061399,60.45762,39.324663,70.723141,39.587337,38.611436,39.587337,27.556712,39.324663,55.720049,29.585669,79.40908,30.638488,42.033276,29.585669,17.291426,29.585669,49.66616,58.538798,64.932515,72.752098,33.873865,73.015362,49.66616,68.013939,49.402896,85.912344
65.815437,35.079617,31.070197,36.288135,60.075042,35.381746,71.556507,35.079617,37.112789,37.194524,24.423211,36.590265,57.355944,29.641149,74.577803,28.130501,40.134085,28.734761,19.89093,32.360383,47.989859,55.926761,64.607324,70.731718,34.695887,71.637634,49.500169,70.127324,49.802366,79.795606
63.483915,37.428153,32.447319,38.34097,57.674894,38.491711,68.586894,36.989549,37.315404,38.645243,26.666213,39.253787,57.873021,29.959762,74.133106,30.734026,41.271149,32.255387,21.188766,33.472545,50.09566,59.336102,60.440511,71.811404,34.881362,72.724426,49.52034,69.318809,49.29634,78.76017
67.424269,39.628719,28.486992,37.465573,61.655395,39.268195,73.192336,40.710292,34.615664,37.826097,22.718118,38.547146,56.247126,30.254924,80.763429,30.975973,39.569748,29.217479,18.031059,26.6496,46.680202,50.567718,60.212975,76.403092,34.255059,76.042487,46.397042,69.049008,46.152605,82.89237
64.997189,36.676324,29.437405,37.448649,59.199135,37.835243,72.340757,37.448649,34.848865,37.835243,23.253622,38.608432,54.17427,29.332238,76.205838,28.172714,36.008649,30.105254,17.455568,31.264778,47.217297,51.363459,62.291892,74.554811,36.008649,74.941405,48.377081,67.983568,48.377081,83.830486
66.403343,37.538364,31.824716,37.858531,60.320239,38.178699,70.565731,38.178699,36.307343,38.498866,26.702328,38.178699,57.759045,30.174376,78.570269,33.055952,40.469731,32.095451,19.647045,30.108394,48.794507,60.910997,62.241672,73.397731,31.504478,73.71797,47.833791,68.594866,46.873075,82.682507
68.376436,38.34144,30.1536,37.561396,60.568145,38.227898,73.836218,39.121484,36.783709,38.34144,23.522618,37.951418,58.075636,27.432087,78.516655,30.930938,36.733091,26.764276,16.892509,31.710982,48.674618,52.40736,63.696,75.003927,34.053818,75.784145,48.874473,69.933382,48.095127,84.754909
67.690988,37.858699,31.035181,38.118361,61.972048,38.118361,73.410506,38.898506,35.975133,38.378602,25.056,38.898506,55.992289,26.419663,80.949398,28.759518,40.914506,27.199807,17.256867,30.57947,46.373783,51.117108,61.972048,73.734361,33.115373,72.954217,45.593639,66.455133,46.373783,82.31306
66.318829,38.526673,32.484683,38.177873,60.388683,38.875473,73.992585,38.526673,38.065171,38.875473,25.508683,38.875473,57.85678,30.601366,76.782829,29.806517,41.204293,31.550595,19.927493,30.852917,48.181073,58.757463,61.086439,75.848585,34.577171,75.848585,47.832195,71.66361,47.483317,82.12761
65.960607,40.899972,29.055559,38.519172,59.412745,41.792441,72.210538,42.090372,34.71029,39.411641,23.103559,39.411641,59.115476,32.268579,80.544,34.650041,38.282152,31.078179,15.960497,30.18571,46.912883,62.923697,56.734014,86.435752,35.90069,85.840552,46.614952,80.781021,45.722483,95.364414
65.434353,36.858165,29.261176,36.297349,58.984784,37.699388,72.444863,38.260204,35.991216,37.41898,21.970196,37.138573,58.704314,27.32411,78.613961,31.249945,38.514824,27.32411,16.081569,29.847843,49.188392,50.113882,60.947451,74.152784,32.906667,74.152784,48.889725,64.619294,46.646588,83.686902
65.442462,36.534462,29.139692,36.534462,59.666769,36.947077,71.218154,37.359692,34.915385,36.947077,23.364923,37.359692,55.128923,29.521846,77.405538,29.109231,39.865846,28.284,16.764,28.284,48.941538,54.273231,59.666769,72.424615,32.852308,72.837231,47.291077,68.299385,47.291077,80.675077
67.265047,37.82714,28.772636,36.222953,61.651738,37.22557,73.279402,39.831925,34.586467,36.624,22.15671,36.824523,56.238505,28.604815,80.897944,31.21108,39.398131,27.802856,14.337645,29.406729,47.617794,51.259065,63.456,76.921121,30.17585,76.319551,46.620112,72.25929,46.415103,83.73757
66.928,36.946333,34.154667,38.436,61.267333,38.138067,71.099333,36.6484,39.22,38.733933,28.494,38.138067,59.181333,30.987533,78.25,31.8814,43.092667,32.477267,23.131333,31.8814,51.137333,62.569333,65.438667,71.507333,36.538,73.294667,49.891333,70.44,50.518,78.604667
68.106615,35.998174,27.296312,34.951727,60.363395,36.416734,74.59481,37.463134,34.41202,35.788894,20.181073,35.788894,54.712507,29.719633,82.547356,30.97536,37.551454,28.254673,12.646712,30.138193,44.876488,54.205815,61.618888,77.645737,30.22642,77.017756,44.667161,75.552937,44.457834,86.644917
64.952301,37.517955,31.207218,34.921624,59.760361,37.842045,69.819429,37.842045,36.074346,36.544241,24.717474,36.22015,57.475128,28.397955,75.984361,30.379308,37.047338,25.187729,17.578827,29.730406,47.430496,53.092331,57.489564,70.938226,35.749534,70.289323,46.457504,64.449203,47.106406,78.725774
65.378526,36.958737,28.967368,37.522737,58.604211,38.652,72.716842,38.087368,36.588,38.652,21.628421,38.934316,55.499368,27.079579,78.080211,29.902105,36.588,27.361895,15.983368,31.030737,49.854316,56.434105,64.813895,72.805263,31.507579,74.216211,49.289684,69.135789,49.289684,79.861263
63.6832,36.15168,28.6456,36.86672,59.7504,37.22424,69.0464,36.5092,34.3664,37.22424,23.6408,37.58176,54.8904,28.00416,77.2696,29.35872,38.6568,29.35872,17.3248,28.13968,49.0248,50.8104,61.896,72.9768,35.7968,73.692,48.3096,67.6144,49.3824,81.5576
67.644923,35.806769,30.516923,33.056615,61.594462,36.081846,72.595077,37.182154,35.742769,34.706462,25.841846,34.156923,59.669538,28.381538,80.846154,30.306462,39.592615,27.831385,19.241231,26.180923,47.959385,57.154462,58.294154,74.859692,33.817231,72.659692,45.643077,68.534154,44.818462,81.735385
66.958373,37.995661,28.782102,37.632081,60.050441,38.72282,73.139797,38.72282,36.053695,38.72282,21.510508,39.086644,55.889085,29.500312,78.956746,31.451146,37.434305,28.145166,14.238915,31.451146,48.415729,56.538305,63.322576,75.081763,33.14522,75.808271,49.143051,71.445966,48.77939,83.444339
65.486512,38.407814,30.315907,37.160372,60.248372,38.158326,71.223628,39.654698,36.552,37.160372,24.080372,38.657302,56.257674,27.432502,78.208186,29.427907,39.295814,28.181023,18.592744,29.427907,45.781395,61.106233,61.246326,70.834605,35.554047,69.337674,47.776744,68.090791,48.026233,76.821209
65.746526,37.588632,29.616842,36.459621,59.724632,37.964968,73.273263,39.094063,36.015158,37.588632,22.466526,36.459621,54.455579,30.438147,80.047158,33.448842,42.789053,28.180042,16.445474,28.556379,47.305263,56.405895,59.724632,79.362526,30.746105,78.609684,45.423158,75.222737,45.047579,85.008
64.507714,38.465143,28.883143,38.848286,59.527714,38.465143,70.254,38.848286,34.245429,39.613714,23.136857,39.996857,53.399143,32.718857,76.382571,31.186286,36.927429,33.102,16.625143,33.485143,48.036,55.703143,62.975143,74.472857,33.862286,74.856,48.036,70.642286,48.419143,82.517143
69.971159,33.538181,30.347006,34.904499,63.959236,33.811445,75.709758,34.357972,37.998879,34.631236,23.242395,36.544143,65.325248,20.148015,83.634344,24.520296,40.731516,22.334186,14.22451,27.526257,57.400662,54.30665,67.784561,75.621707,38.818242,75.895032,55.214675,71.249121,55.214675,80.267006
67.814062,35.731877,29.825128,37.243771,60.254167,35.920916,73.106326,36.487612,35.116969,36.676652,22.64289,38.188546,54.962326,29.116715,80.66622,30.628737,38.33022,28.738721,14.13822,29.49471,47.024352,52.930678,64.790273,74.855048,33.794115,74.28793,47.591048,71.452758,47.591048,83.171101
64.397684,36.687158,29.962105,36.687158,59.034316,36.969474,72.018316,37.816421,35.324842,36.404842,24.317053,37.534105,55.083158,26.525937,78.228,28.219516,39.276632,26.808189,17.542737,30.195284,46.333263,60.678947,60.728211,69.428842,35.324842,69.146526,48.026526,64.348421,47.461895,77.332421
66.074507,39.46603,30.535164,37.225075,59.030687,40.426746,73.438567,40.426746,36.938507,39.46603,23.491343,37.865552,55.829015,31.461779,79.84191,34.983403,43.021612,30.821445,14.846328,33.062615,49.255881,59.822328,58.06997,81.728955,31.175642,80.127761,47.504239,76.285612,46.863761,86.851343
68.902054,37.32,30.057081,35.580973,62.814486,37.899892,74.699676,38.76973,37.014486,37.32,23.969514,36.450162,62.234595,30.072843,80.497297,29.2032,40.783135,28.913319,19.331676,24.854919,48.60973,52.393946,65.713297,70.366703,30.926919,69.497514,48.030486,66.308757,48.320432,81.382703
66.123871,37.739613,30.486194,37.739613,60.587613,38.431742,71.31329,37.739613,36.713806,38.777806,25.988129,37.739613,55.743484,29.436077,76.849548,28.744103,39.828387,30.128052,19.068387,29.436077,45.709935,61.267355,64.047484,78.221419,31.870452,78.56671,46.402065,73.031226,45.709935,92.060903
63.718446,33.165997,33.470158,34.091948,59.088345,34.091948,68.657266,34.091948,38.408978,34.400599,28.223309,35.017899,57.545439,25.14095,75.447712,26.684201,41.804201,25.4496,21.432863,29.770774,50.446273,47.672633,61.86682,66.501065,38.717698,65.574906,49.732835,62.35718,49.828835,73.908259
68.912604,31.409117,29.652226,33.028075,63.245887,32.623336,75.388981,33.028075,36.127698,33.028075,23.175849,34.242294,62.032302,18.861917,83.483774,23.718883,39.36634,20.076136,13.057811,26.956891,51.913358,48.408453,64.055547,75.121811,37.342189,74.312151,51.103698,67.431849,50.698868,79.574038
64.445867,38.26432,32.6656,36.993138,59.042844,38.582116,69.530311,38.899911,37.432178,37.628729,27.580444,37.310933,54.593422,30.95488,74.397156,30.509511,40.610844,30.319289,22.813867,29.365902,45.377422,54.154667,59.996444,72.904533,33.936356,71.950933,45.059556,66.866489,45.695289,77.989689
68.64,36.048346,27.669622,38.367395,61.165838,37.264605,74.824649,37.20787,35.013189,38.753903,19.961081,39.36467,56.658162,27.544995,82.451027,30.743697,34.626595,27.544995,13.368216,33.342703,48.299243,57.849081,65.548108,77.018811,35.013189,79.338378,48.790486,74.033297,49.701189,90.547027
67.120734,35.248382,28.547229,35.248382,60.429798,34.854782,73.418862,36.035582,35.239046,34.854782,23.430165,36.822782,59.248734,25.408206,80.897174,26.589005,36.812917,26.589005,13.590606,28.950694,47.440734,43.120734,63.97211,72.641174,32.876917,73.42855,47.440734,63.58811,47.834422,79.725798
64.439482,37.878009,30.179223,38.186659,58.883914,38.186659,69.830676,37.706106,36.043511,38.80396,26.475281,38.495309,56.10613,30.778912,75.551309,30.778912,39.747453,31.704932,21.53646,31.704932,47.463367,58.249278,62.587856,72.44754,34.808633,72.44754,47.772086,69.361036,48.080806,77.694388
65.572699,37.620655,31.069762,37.020621,59.571692,38.520705,70.972867,38.220688,37.370182,37.920671,23.869091,37.620655,58.071944,32.820319,75.772867,30.720134,39.170685,31.920201,19.069091,34.020386,48.771357,59.22193,61.372196,75.423105,34.06993,74.223441,47.871105,72.422937,46.670769,83.824112
67.576286,31.167686,30.419143,34.232571,62.213143,31.9338,74.088,31.550743,36.930857,33.466286,24.289714,35.381143,61.446857,20.824971,81.366857,24.272571,37.697143,24.655629,16.245429,28.103143,51.870857,49.938,67.576286,71.389714,39.229714,71.772857,52.254,66.026571,53.402571,81.348857
71.110642,35.926642,28.747472,34.847336,62.476075,35.117162,77.31683,36.466294,35.222943,34.037796,20.112906,34.847336,54.921057,26.482536,84.871849,29.18086,37.382038,25.133404,13.097057,25.133404,44.937057,51.846702,63.825509,79.099774,29.556528,78.020226,45.746717,71.814038,46.556377,88.274113
67.671771,34.955794,30.898286,34.036457,61.849371,35.262309,73.188343,35.8752,37.333714,35.262309,24.156343,35.8752,59.091429,25.45584,82.381714,32.197783,40.398171,27.294583,15.881829,31.278446,47.752457,53.6496,62.155886,76.020343,35.494629,74.794286,48.365486,71.1168,48.365486,80.9232
64.540235,33.425647,31.731529,35.949318,59.492471,34.372024,69.902824,33.110188,35.832706,35.949318,26.053412,36.895765,57.284471,26.485412,77.158588,25.223576,40.880471,28.378235,17.220706,30.586447,50.028706,58.662776,68.325882,69.703765,34.886118,73.173882,50.659765,67.180235,50.659765,79.168235
64.354588,37.862118,28.815529,38.179765,58.642588,38.497412,70.701176,38.497412,35.796,38.179765,23.103529,39.132,59.277882,26.121812,78.633882,27.073765,37.382824,24.5352,12.949412,29.294965,55.152706,56.266588,63.402353,80.383059,39.921176,82.286824,53.565882,74.671059,55.152706,89.267294
69.123692,38.836923,30.345846,39.387077,63.622769,39.387077,75.723692,39.937231,36.945846,39.387077,24.844923,39.387077,55.647385,28.936369,80.124308,29.761415,43.821538,29.761415,17.969846,29.761415,45.196923,55.888615,63.347692,75.139692,30.895385,72.389538,45.746462,71.289231,44.371692,81.190154
65.875077,38.706462,31.222154,38.706462,60.649231,38.981538,71.925538,39.531692,37.272615,38.981538,26.822154,39.806769,59.273231,29.0632,78.251077,30.731077,40.594462,29.684246,20.221538,29.905723,46.623385,61.808,62.574769,70.883692,36.448,69.783385,48.548308,67.858462,48.823385,78.859077
67.982483,34.961793,29.517517,35.886207,61.14,36.071172,73.715172,35.886207,36.359586,36.441103,23.229931,36.626069,54.297517,31.448028,80.557241,30.338483,40.612966,30.893255,16.572414,30.708331,48.564828,57.707586,64.653517,73.61131,34.510345,73.796276,48.934759,72.316966,48.934759,82.118069
64.992821,34.235897,28.690051,34.969436,59.126154,34.969436,71.226256,34.969436,36.023795,35.336205,23.922872,36.069744,56.722872,26.911754,78.560821,26.902154,36.390564,28.002297,15.488821,29.102359,46.291692,44.137026,60.59241,69.438359,34.924308,71.272205,47.391179,60.638359,48.124718,75.672615
66.296558,36.517953,30.377674,34.189395,59.977674,37.515163,72.212093,37.216744,36.032,35.52,25.056744,34.854698,59.645023,30.530977,78.269767,29.201116,38.359814,29.865674,17.074605,28.868465,47.007256,62.12614,57.317209,76.759814,33.703442,76.095256,46.341953,70.773581,46.009302,86.73786
66.33842,36.841412,26.319328,38.644437,59.127933,37.202017,73.188303,36.841412,32.809412,39.004235,17.667227,39.36484,56.965109,27.467294,81.12,27.827899,34.972235,30.71274,11.537748,31.433143,45.428168,50.901782,65.256605,75.778689,32.809412,77.942319,47.590992,69.289412,47.792672,81.982387
66.278919,34.33773,29.173622,35.884108,60.867459,35.110746,72.462703,35.497514,36.903784,35.110746,24.148757,36.656432,58.548757,25.447957,80.146162,28.445665,37.85773,28.135957,16.032,28.92653,46.566054,42.454486,62.413838,70.283243,35.357405,71.829622,47.725838,60.234378,48.112432,77.241081
64.537143,35.415543,31.849143,34.649429,58.919429,36.437086,68.878857,36.181714,36.701714,35.160171,26.741714,35.160171,57.642286,28.775771,75.008,28.5204,39.510857,28.5204,21.123429,29.0312,46.713143,53.397143,58.153143,69.125143,34.147429,68.103429,45.894857,64.528571,45.894857,76.020571
66.005961,37.702275,31.235137,37.982745,60.958745,37.702275,72.736,38.263216,36.843294,38.263216,25.34651,39.664941,56.471843,27.046651,78.905098,29.570384,41.89051,27.607467,17.766902,30.494055,47.498667,61.817725,62.921412,70.790902,36.001882,70.229961,48.059608,65.182745,48.90102,79.203137
